ID_POSLA,SIFRA_KO,IME_KO,OBCINA,STEVILKA_STAVBE,STEVILKA_DELA_STAVBE,INTERNA_OZNAKA_ODDANIH_PROSTOROV,NASELJE,ULICA,HISNA_STEVILKA,DODATEK_HS,STEVILKA_STANOVANJA_ALI_POSLOVNEGA_PROSTORA,VRSTA_ODDANIH_PROSTOROV,OPREMLJENOST_ODDANIH_PROSTOROV,MIKROLOKACIJA_ODDANIH_PROSTOROV,IZLOZBA,NAKUPOVALNI_CENTER,POVRSINA_ODDANIH_PROSTOROV,POVRSINA_ODDANIH_PROSTOROV_ENAKA_DELU_STAVBE,POGODBENA_NAJEMNINA_POSAMEZNIH_ODDANIH_PROSTOROV,OPOMBE_O_ODDANIH_PROSTORIH,LETO_IZGRADNJE_STAVBE,DEJANSKA_RABA_DELA_STAVBE,LEGA_DELA_STAVBE_V_STAVBI,STEVILO_SOB,POVRSINA_DELA_STAVBE,UPORABNA_POVRSINA_DELA_STAVBE,PROSTORI_DELA_STAVBE,UPORABNA_POVRSINA_ODDANIH_PROSTOROV,GOSTINSKI_VRT,VKLJUCENOST_GOSTINSKEGA_VRTA_V_NAJEMNINO,POVRSINA_GOSTINSKEGA_VRTA,E_CENTROID,N_CENTROID,LETO
897612,804,RADLJE OB DRAVI,RADLJE OB DRAVI,841,1,,RADLJE OB DRAVI,MARIBORSKA CESTA,36,a,,1,1,,,,180,,,,2003,1 - stanovanje v enostanovanjski stavbi,nadstropje,,180,60.3," bivalni prostor | garaža | klet | odprta terasa, balkon, loža",180,,,,517436.09,163779.41,2025
897626,1454,DALJNI VRH,NOVO MESTO,2746,1,KLET/1,NOVO MESTO,TURKOVA ULICA,26,,,5,0,1,,,40,,,,2018,1 - stanovanje v enostanovanjski stavbi,klet,,366.5,208.7," bivalni prostor | klet | prostor z omejeno uporabo | shramba, sušilnica, pralnica | tehnični prostor",32,,,,512313.07,76728.87,2025
897607,1732,ŠTEPANJA VAS,LJUBLJANA,575,204,,LJUBLJANA,JAKČEVA ULICA,16,,204,2,0,,,,42.06,,,,1975,2 - stanovanje,nadstropje,,41.9,33.9, bivalni prostor,42.06,,,,464834.61,101270.87,2025
897609,2525,ILIRSKA BISTRICA,ILIRSKA BISTRICA,483,1,,ILIRSKA BISTRICA,TAVČARJEVA ULICA,15,,1,2,0,,,,66.46,,,,1959,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,77.1,57.2," bivalni prostor | klet | odprta terasa, balkon, loža",,,,,441182.44,47566.57,2025
897622,2175,JESENICE,JESENICE,1013,12,,JESENICE,CESTA 1. MAJA,26,A,12,2,0,,,,43.9,,,,1989,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,50.9,43.9, bivalni prostor | klet,,,,,427535.6,143833.14,2025
897636,659,TABOR,MARIBOR,3464,18,,MARIBOR,TRŽAŠKA CESTA,14,,18,8,0,2,,,17.5,,,,1971,10 - trgovski del stavbe,nadstropje,,17.5,17.5," lokal, prodajalna",,,,,549571.27,155879.6,2025
897600,1756,ČRNUČE,LJUBLJANA,2619,8,,LJUBLJANA,CESTA 24. JUNIJA,37,,8,2,1,,,,42.21,,,,2000,2 - stanovanje,nadstropje,,39.7,39.7, bivalni prostor,42.21,,,,463492.99,106286.04,2025
897610,2455,SEŽANA,SEŽANA,296,14,,SEŽANA,KIDRIČEVA ULICA,10,,14,2,0,,,,42.4,,,,1963,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,45.3,37.9," bivalni prostor | klet | odprta terasa, balkon, loža",,,,,411549.11,63411.05,2025
897617,1739,ZGORNJA ŠIŠKA,LJUBLJANA,6100,120,,,,,,,3,0,,,,11.76,,,,2001,16 - Garažno parkirno mesto,pritličje,,12.5,12.5, garažni parkirni prostor,11.76,,,,459224.46,103204.44,2025
897619,678,SPODNJE RADVANJE,MARIBOR,406,26,,MARIBOR,GORIŠKA ULICA,4,,125,2,0,,,,66.03,,,,1972,2 - stanovanje,nadstropje,,68.4,60.5," bivalni prostor | klet | zaprta terasa, balkon, loža",66.03,,,,548918.85,155883.72,2025
897637,1753,VIŽMARJE,LJUBLJANA,3373,4,2. nadstropje S ob dvigalu,LJUBLJANA,TACENSKA CESTA,26,,4,5,0,3,,,36,,,,2009,9 - poslovni del stavbe,nadstropje,,439.5,420.3," odprta terasa, balkon, loža | poslovni prostor",36,,,,458407.81,107027.46,2025
897597,678,SPODNJE RADVANJE,MARIBOR,1724,307,,MARIBOR,BORŠTNIKOVA ULICA,106,,407,2,0,,,,52.76,,,,1991,2 - stanovanje,nadstropje,,56.6,46.8," bivalni prostor | klet | odprta terasa, balkon, loža",52.76,,,,547979.04,155312.52,2025
897599,1723,VIČ,LJUBLJANA,438,13,,LJUBLJANA,ŽAUCERJEVA ULICA,20,,13,2,0,,,,46.08,,,,1988,2 - stanovanje,nadstropje,,46.3,39.1," bivalni prostor | klet | odprta terasa, balkon, loža",46.08,,,,458847.9,100601.88,2025
897615,1732,ŠTEPANJA VAS,LJUBLJANA,711,493,,LJUBLJANA,JAKČEVA ULICA,8,,35,14,0,,,,2.2,,,,1976,33 - Klet,klet,,2.2,2.2, klet,2.2,,,,464834.09,101163.15,2025
897617,1739,ZGORNJA ŠIŠKA,LJUBLJANA,3221,5,,LJUBLJANA,BERGANTOVA ULICA,2,,5,2,1,,,,47.9,,,,2001,2 - Stanovanje,nadstropje,,53.7,37.9," bivalni prostor | klet | odprta terasa, balkon, loža",47.9,,,,459348.05,103232.31,2025
897618,1739,ZGORNJA ŠIŠKA,LJUBLJANA,3221,5,,LJUBLJANA,BERGANTOVA ULICA,2,,5,2,1,,,,47.9,,,,2001,2 - Stanovanje,nadstropje,,53.7,37.9," bivalni prostor | klet | odprta terasa, balkon, loža",47.9,,,,459348.05,103232.31,2025
897630,111,ČERNELAVCI,MURSKA SOBOTA,433,2,,ČERNELAVCI,GEDEROVSKA ULICA,24,,2,1,1,,,,99.4,,,,2024,2 - stanovanje,nadstropje,,99.4,82.2," bivalni prostor | odprta terasa, balkon, loža",82.2,,,,587254.97,170020.94,2025
897603,1732,ŠTEPANJA VAS,LJUBLJANA,1320,33,,LJUBLJANA,STELETOVA ULICA,2,,36,2,0,,,,49.58,,,,1977,2 - stanovanje,nadstropje,,55.2,45.4," bivalni prostor | klet | odprta terasa, balkon, loža",49.58,,,,464322.23,101130.54,2025
897621,1908,PODGORJE,KAMNIK,252,6,,KAMNIK,KLAVČIČEVA ULICA,10,,6,2,0,,,,32.52,,,,1976,2 - Stanovanje,pritličje,,34.7,29.7, bivalni prostor | klet,32.52,,,,469064.96,119203.36,2025
897623,1410,MIRNA,MIRNA,910,4,,MIRNA,ROJE,4,,4,2,0,,,,67.94,,,,1964,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,78.2,67.9," bivalni prostor | klet | odprta terasa, balkon, loža",67.94,,,,504968.57,90439.36,2025
897596,1410,MIRNA,MIRNA,956,8,,MIRNA,SOKOLSKA ULICA,12,,8,2,0,,,,70.08,,,,1985,2 - stanovanje,nadstropje,,84.4,77.4," bivalni prostor | klet | odprta terasa, balkon, loža",70.08,,,,504821.21,90456.12,2025
897598,1737,TABOR,LJUBLJANA,1005,260,,,,,,260,3,0,,,,12.5,,,,1992,16 - garažno parkirno mesto,nadstropje,,12.5,12.5, garažni parkirni prostor,12.5,,,,462418.54,101884.94,2025
897608,2636,BEŽIGRAD,LJUBLJANA,2630,21,,LJUBLJANA,EINSPIELERJEVA ULICA,5,,22,2,1,,,,19.19,,,,1963,2 - stanovanje,nadstropje,,20.1,18.3," bivalni prostor | klet | odprta terasa, balkon, loža",19.19,,,,461906.04,102908.29,2025
897611,1727,POLJANSKO PREDMESTJE,LJUBLJANA,169,15,,LJUBLJANA,POLJANSKA CESTA,17,,15,2,1,,,,42.57,,,,1978,2 - stanovanje,nadstropje,,46.9,36.1," bivalni prostor | klet | odprta terasa, balkon, loža | zaprta terasa, balkon, loža",42.57,,,,462387.93,101315.25,2025
897615,1732,ŠTEPANJA VAS,LJUBLJANA,711,463,,LJUBLJANA,JAKČEVA ULICA,8,,35,2,1,,,,28.44,,,,1976,2 - Stanovanje,nadstropje,,26.7,26.7, bivalni prostor,28.44,,,,464834.09,101163.15,2025
897616,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,4946,7,,LJUBLJANA,JURČKOVA CESTA,131,B,7,2,0,,,,54,,,,2009,2 - Stanovanje,nadstropje,,54,44.3," bivalni prostor | klet | odprta terasa, balkon, loža",54,,,,463491.86,98843.24,2025
897635,222,JAMNA,SVETI JURIJ OB ŠČAVNICI,364,1,1,,,,,,11,0,,,,734.6,,,,1980,1251001 - Industrijski del stavbe,pritličje,,734.6,734.6, proizvodni in skladiščni prostor,,,,,578629.09,159411.4,2025
897634,111,ČERNELAVCI,MURSKA SOBOTA,433,2,,ČERNELAVCI,GEDEROVSKA ULICA,24,,2,2,0,,,,99.4,,,,2024,2 - stanovanje,nadstropje,,99.4,82.2," bivalni prostor | odprta terasa, balkon, loža",82.8,,,,587254.97,170020.94,2025
897598,1737,TABOR,LJUBLJANA,314,9,,LJUBLJANA,SLOMŠKOVA ULICA,33,,9,2,0,,,,44.42,,,,1993,2 - stanovanje,nadstropje,,47,37.3," bivalni prostor | klet | odprta terasa, balkon, loža",44.42,,,,462448.58,101876.72,2025
897600,1756,ČRNUČE,LJUBLJANA,2619,44,,LJUBLJANA,CESTA 24. JUNIJA,37,,19,14,0,,,,5.6,,,,2000,33 - klet,klet,,5.6,5.6, klet,5.6,,,,463492.99,106286.04,2025
897602,2401,VIPAVA,VIPAVA,377,503,,VIPAVA,ULICA GRADNIKOVE BRIGADE,12,,503,2,0,,,,50.8,,,,1961,2 - stanovanje,nadstropje,,51.9,44.9," bivalni prostor | odprta terasa, balkon, loža",50.8,,,,419268.73,79043.66,2025
897604,2636,BEŽIGRAD,LJUBLJANA,3643,46,,LJUBLJANA,PERIČEVA ULICA,31,,27,2,0,,,,89.58,,,,1996,2 - stanovanje,nadstropje,,104.4,78.9," bivalni prostor | klet | odprta terasa, balkon, loža",89.58,,,,462206.08,103126.56,2025
897605,1736,BRINJE I,LJUBLJANA,1031,39,,LJUBLJANA,VOJKOVA CESTA,73,,116,2,0,,,,35.31,,,,1982,2 - stanovanje,nadstropje,,37.7,35.6, bivalni prostor | klet,35.31,,,,462781.32,104323.84,2025
897614,2636,BEŽIGRAD,LJUBLJANA,7937,204,,,,,,,3,0,,,,11.62,,,,1996,16 - Garažno parkirno mesto,pritličje,,11.5,11.5, garažni parkirni prostor,11.62,,,,462207.74,103067.19,2025
897618,1739,ZGORNJA ŠIŠKA,LJUBLJANA,6100,120,,,,,,,3,0,,,,11.76,,,,2001,16 - Garažno parkirno mesto,pritličje,,12.5,12.5, garažni parkirni prostor,11.76,,,,459224.46,103204.44,2025
897620,1735,STOŽICE,LJUBLJANA,3408,39,,LJUBLJANA,BRATOVŠEVA PLOŠČAD,22,,30,14,0,,,,2.9,,,,1976,33 - klet,klet,,2.9,2.9, klet,2.9,,,,462106.8,105629.45,2025
897624,2175,JESENICE,JESENICE,288,13,,JESENICE,CESTA CIRILA TAVČARJA,4,,13,2,0,,,,39.94,,,,1972,2 - stanovanje,nadstropje,,44.2,37.4," bivalni prostor | klet | odprta terasa, balkon, loža",39.94,,,,426547.44,144843.24,2025
897866,1727,POLJANSKO PREDMESTJE,LJUBLJANA,321,5,,LJUBLJANA,ULICA JANEZA PAVLA II.,5,,5,2,1,,,,40.2,,,,1908,2 - stanovanje,nadstropje,,45.2,40.2, bivalni prostor | klet,40.2,,,,462459.56,101219.38,2025
897865,996,ŽALEC,ŽALEC,1149,12,,ŽALEC,VELENJSKA CESTA,9,,12,2,1,,,,57.8,,,,1974,2 - Stanovanje,nadstropje,,57.8,52.4," bivalni prostor | klet | odprta terasa, balkon, loža",52.4,,,,512794.41,123748.86,2025
898099,906,ČRNA,ČRNA NA KOROŠKEM,159,30,,ČRNA NA KOROŠKEM,RUDARJEVO,22,,30,2,0,,,,27,,,,1963,2 - stanovanje,nadstropje,,27,23, bivalni prostor | klet,23,,,,488547.6,148278.54,2025
898119,2392,AJDOVŠČINA,AJDOVŠČINA,735,13,,AJDOVŠČINA,VILHARJEVA ULICA,28,B,13,2,0,,,,54.1,,,,1978,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,54.1,42.8," bivalni prostor | klet | zaprta terasa, balkon, loža",42.8,,,,415055.74,83994.01,2025
898130,1077,CELJE,CELJE,417,1,,,,,,,11,0,,,,20,,,,1960,21 - skladišče,pritličje,,439,439, proizvodni in skladiščni prostor,20,,,,520208.36,122102.14,2025
898114,2636,BEŽIGRAD,LJUBLJANA,3866,208,,LJUBLJANA,ŽELEZNA CESTA,10,b,208,2,1,,,,47.9,,,,2005,2 - stanovanje,nadstropje,,47.9,42.1, bivalni prostor | klet,42.1,,,,462395.76,102485.74,2025
898101,906,ČRNA,ČRNA NA KOROŠKEM,139,1,,ČRNA NA KOROŠKEM,RUDARJEVO,19,,1,2,0,,,,82.1,,,,1942,2 - stanovanje,pritličje,,82.1,67.3, bivalni prostor | klet,67.3,,,,488626.34,148351.62,2025
898148,1727,POLJANSKO PREDMESTJE,LJUBLJANA,1057,10,K4-4N,LJUBLJANA,KOPITARJEVA ULICA,4,,10,5,0,3,,,276.5,,,,1980,9 - poslovni del stavbe,nadstropje,,276.5,276.5, poslovni prostor,,,,,462151.61,101394.59,2025
898105,2017,DOLENJI LOGATEC,LOGATEC,349,3,3,LOGATEC,TRŽAŠKA CESTA,11,,3,6,1,3,,,16,,,,1936,9 - poslovni del stavbe,nadstropje,,16,16, poslovni prostor,,,,,440168.77,86880.82,2025
898148,1727,POLJANSKO PREDMESTJE,LJUBLJANA,1057,8,K4-2N,LJUBLJANA,KOPITARJEVA ULICA,4,,8,5,0,3,,,357.5,,,,1980,12 - del stavbe za opravljanje storitev,nadstropje,,357.5,357.5," lokal, prodajalna",,,,,462151.61,101394.59,2025
898146,1727,POLJANSKO PREDMESTJE,LJUBLJANA,2115,2,,,,,,,14,0,,,,139.7,,,,1963,33 - klet,klet,,139.7,139.7, klet,,,,,462153.34,101364.06,2025
898145,1727,POLJANSKO PREDMESTJE,LJUBLJANA,2115,17,,LJUBLJANA,KOPITARJEVA ULICA,2,,17,14,0,,,,55.7,,,,1963,9 - poslovni del stavbe,pritličje,,126.9,97.2, poslovni prostor,,,,,462153.34,101364.06,2025
898113,889,MEŽICA,MEŽICA,1300,7,,MEŽICA,TRG 4. APRILA,9,,7,2,0,,,,46.4,,,,1973,2 - stanovanje,nadstropje,,46.4,39, bivalni prostor | klet,39,,,,488821.15,153108.52,2025
898122,889,MEŽICA,MEŽICA,1047,11,,MEŽICA,POLENA,13,,11,2,0,,,,40.3,,,,1962,2 - stanovanje,nadstropje,,40.3,40.3, bivalni prostor,40.3,,,,489525.88,152415.88,2025
898124,889,MEŽICA,MEŽICA,833,16,,MEŽICA,PREŽIHOVA ULICA,12,,16,2,0,,,,57.2,,,,1968,2 - stanovanje,nadstropje,,57.2,50," bivalni prostor | klet | odprta terasa, balkon, loža",50,,,,488844.68,153258.86,2025
898131,1908,PODGORJE,KAMNIK,1300,1,,KAMNIK,PEROVO,30,,,5,1,3,,,20,,,,2001,9 - poslovni del stavbe,pritličje,,354.7,204.1, poslovni prostor | proizvodni in skladiščni prostor | prostor z omejeno uporabo | skupni komunikacijski prostor,20,,,,469490.47,118782.98,2025
898123,889,MEŽICA,MEŽICA,842,29,,MEŽICA,PREŽIHOVA ULICA,18,,29,2,0,,,,46,,,,1970,2 - stanovanje,nadstropje,,46,39.4, bivalni prostor | klet,39.4,,,,488836.94,153217.4,2025
898150,1727,POLJANSKO PREDMESTJE,LJUBLJANA,2115,18,,LJUBLJANA,KOPITARJEVA ULICA,2,,18,14,0,,,,13.8,,,,1963,9 - poslovni del stavbe,nadstropje,,129,86.1, poslovni prostor,,,,,462153.34,101364.06,2025
898112,889,MEŽICA,MEŽICA,1494,10,,MEŽICA,LEŠKA CESTA,11,,10,2,0,,,,42.8,,,,1985,2 - stanovanje,nadstropje,,42.8,42.1, bivalni prostor | klet,42.1,,,,488772.14,153516.93,2025
898148,1727,POLJANSKO PREDMESTJE,LJUBLJANA,1057,11,K4-5N,LJUBLJANA,KOPITARJEVA ULICA,4,,11,5,0,3,,,248.8,,,,1980,9 - poslovni del stavbe,nadstropje,,248.8,248.8, poslovni prostor,,,,,462151.61,101394.59,2025
898104,906,ČRNA,ČRNA NA KOROŠKEM,266,4,,ČRNA NA KOROŠKEM,CENTER,115,,4,2,0,,,,64.7,,,,1969,2 - stanovanje,nadstropje,,64.7,52.2, bivalni prostor | klet,52.2,,,,488581.43,147808.67,2025
898117,889,MEŽICA,MEŽICA,1717,4,,MEŽICA,LEŠKA CESTA,1,a,4,2,0,,,,62.6,,,,1975,2 - stanovanje,nadstropje,,62.6,62.6, bivalni prostor,62.6,,,,488771.95,153451.71,2025
898129,2392,AJDOVŠČINA,AJDOVŠČINA,2194,1,,,,,,,11,0,,,,22,,,,1950,17 - del stavbe za industrijsko rabo,pritličje,,6042.8,6042.8, proizvodni in skladiščni prostor,22,,,,415102.08,83085.56,2025
898131,1908,PODGORJE,KAMNIK,1300,3,skladišče - logistika,KAMNIK,PEROVO,30,,,5,1,2,,,20,,,,2001,21 - skladišče,pritličje,,66.5,66.5, proizvodni in skladiščni prostor,20,,,,469490.47,118782.98,2025
898138,2606,SEMEDELA,KOPER,4801,1,,KOPER,DOLINSKA CESTA,1,a,1,8,1,2,,,9.4,,,,1998,10 - trgovski del stavbe,pritličje,,12350.6,8087.6," lokal, prodajalna | proizvodni in skladiščni prostor | skupne sanitarije | skupni komunikacijski prostor | tehnični prostor",,,,,401102.24,44225.54,2025
898148,1727,POLJANSKO PREDMESTJE,LJUBLJANA,1057,2,K4-P,LJUBLJANA,KOPITARJEVA ULICA,4,,2,5,0,2,,,22.9,,,,1980,9 - poslovni del stavbe,nadstropje,,22.9,22.9, poslovni prostor,,,,,462151.61,101394.59,2025
898148,1727,POLJANSKO PREDMESTJE,LJUBLJANA,1057,3,K4-M,LJUBLJANA,KOPITARJEVA ULICA,4,,3,5,0,3,,,144.8,,,,1980,9 - poslovni del stavbe,nadstropje,,144.8,144.8, poslovni prostor,,,,,462151.61,101394.59,2025
898148,1727,POLJANSKO PREDMESTJE,LJUBLJANA,1057,9,K4-3N,LJUBLJANA,KOPITARJEVA ULICA,4,,9,5,0,3,,,330.7,,,,1980,9 - poslovni del stavbe,nadstropje,,330.7,298.7, poslovni prostor | skupni komunikacijski prostor,,,,,462151.61,101394.59,2025
898148,1727,POLJANSKO PREDMESTJE,LJUBLJANA,1057,12,K4-6N,LJUBLJANA,KOPITARJEVA ULICA,4,,12,5,0,3,,,215.2,,,,1980,9 - poslovni del stavbe,nadstropje,,215.2,215.2, poslovni prostor,,,,,462151.61,101394.59,2025
898145,1727,POLJANSKO PREDMESTJE,LJUBLJANA,2115,19,,LJUBLJANA,KOPITARJEVA ULICA,2,,19,5,0,3,,,22.1,,,,1963,9 - poslovni del stavbe,nadstropje,,95.2,85.3, poslovni prostor | poslovni prostor,,,,,462153.34,101364.06,2025
898121,889,MEŽICA,MEŽICA,1047,11,,MEŽICA,POLENA,13,,11,2,0,,,,40.3,,,,1962,2 - stanovanje,nadstropje,,40.3,40.3, bivalni prostor,40.3,,,,489525.88,152415.88,2025
898131,1908,PODGORJE,KAMNIK,1300,2,,KAMNIK,PEROVO,30,,,5,1,3,,,130,,,,2001,9 - poslovni del stavbe,pritličje,,169.7,169.7, poslovni prostor,130,,,,469490.47,118782.98,2025
898120,889,MEŽICA,MEŽICA,789,11,,MEŽICA,LEŠKA CESTA,13,,11,2,0,,,,44.5,,,,1981,2 - stanovanje,nadstropje,,44.5,43.5, bivalni prostor,43.5,,,,488822.7,153533.57,2025
898106,2017,DOLENJI LOGATEC,LOGATEC,349,3,,Logatec,Tržaška cesta,11,,3,5,1,,,,16,,,,1936,1220301 - Poslovni prostori,nadstropje,,16,16, poslovni prostor,,,,,440168.77,86880.82,2025
898110,2002,VRHNIKA,VRHNIKA,644,48,,VRHNIKA,ROBOVA CESTA,6,,48,5,1,3,,,74.7,,,,1995,10 - trgovski del stavbe,nadstropje,,74.7,74.7," lokal, prodajalna",,,,,445535.22,92204.96,2025
898107,2017,DOLENJI LOGATEC,LOGATEC,331,3,,Logatec,Notranjska cesta,4,,3,10,0,,,,123.05,,,,1960,"1220201 - Banka, pošta, zavarovalnica",nadstropje,,123.1,123.1, poslovni prostor,,,,,440133.55,86612.77,2025
898116,2392,AJDOVŠČINA,AJDOVŠČINA,541,5,,AJDOVŠČINA,PREŠERNOVA ULICA,14,A,5,2,0,,,,69.7,,,,1986,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,69.7,57.2, bivalni prostor | klet,57.2,,,,415042.8,83651.54,2025
898145,1727,POLJANSKO PREDMESTJE,LJUBLJANA,2115,18,,LJUBLJANA,KOPITARJEVA ULICA,2,,18,14,0,,,,29.1,,,,1963,9 - poslovni del stavbe,nadstropje,,129,86.1, poslovni prostor,,,,,462153.34,101364.06,2025
898133,681,POBREŽJE,MARIBOR,6179,1,,MARIBOR,PUHOVA ULICA,1,,,8,1,2,,,8.26,,,,2009,10 - trgovski del stavbe,pritličje,,8209.5,4453.3," lokal, prodajalna | odprta terasa, balkon, loža | poslovni prostor | proizvodni in skladiščni prostor | skupne sanitarije | skupni komunikacijski prostor | tehnični prostor",,,,,551863.28,156728.37,2025
898135,681,POBREŽJE,MARIBOR,6179,1,,MARIBOR,PUHOVA ULICA,1,,,8,1,2,,,8.26,,,,2009,10 - trgovski del stavbe,pritličje,,8209.5,4453.3," lokal, prodajalna | odprta terasa, balkon, loža | poslovni prostor | proizvodni in skladiščni prostor | skupne sanitarije | skupni komunikacijski prostor | tehnični prostor",,,,,551863.28,156728.37,2025
898140,2392,AJDOVŠČINA,AJDOVŠČINA,541,6,prodajalna,AJDOVŠČINA,PREŠERNOVA ULICA,14,A,6,8,0,2,,,102.2,,,,1986,1230104 - Prodajalna,nadstropje,,148.7,85," lokal, prodajalna",85,,,,415042.8,83651.54,2025
898096,900,ŽERJAV,ČRNA NA KOROŠKEM,48,18,,ŽERJAV,,23,,18,2,0,,,,52,,,,1924,2 - stanovanje,pritličje,,52,41, bivalni prostor | klet,41,,,,490230.69,149556.01,2025
898125,889,MEŽICA,MEŽICA,1865,29,,MEŽICA,LENARTOVA ULICA,1,,28,2,0,,,,23.5,,,,1963,2 - stanovanje,nadstropje,,23.5,22.3, bivalni prostor | klet,22.3,,,,488724.08,153121.49,2025
898097,900,ŽERJAV,ČRNA NA KOROŠKEM,48,7,,ŽERJAV,,23,,7,2,0,,,,48.7,,,,1924,2 - stanovanje,nadstropje,,48.7,40.6, bivalni prostor | klet,40.6,,,,490230.69,149556.01,2025
898098,906,ČRNA,ČRNA NA KOROŠKEM,266,7,,ČRNA NA KOROŠKEM,CENTER,115,,7,2,0,,,,91.7,,,,1969,2 - stanovanje,nadstropje,,91.7,71.2, bivalni prostor | klet | prostor z omejeno uporabo,71.2,,,,488581.43,147808.67,2025
898145,1727,POLJANSKO PREDMESTJE,LJUBLJANA,2115,19,,LJUBLJANA,KOPITARJEVA ULICA,2,,19,14,0,,,,62.3,,,,1963,9 - poslovni del stavbe,nadstropje,,95.2,85.3, poslovni prostor | poslovni prostor,,,,,462153.34,101364.06,2025
898115,2392,AJDOVŠČINA,AJDOVŠČINA,1307,2,,,,,,,11,0,,,,13.6,,,,1950,21 - Skladišče,pritličje,,13.6,13.6, proizvodni in skladiščni prostor,13.6,,,,415040.07,83089.07,2025
898137,2606,SEMEDELA,KOPER,4801,1,,KOPER,DOLINSKA CESTA,1,a,1,8,1,2,,,9.4,,,,1998,10 - trgovski del stavbe,pritličje,,12350.6,8087.6," lokal, prodajalna | proizvodni in skladiščni prostor | skupne sanitarije | skupni komunikacijski prostor | tehnični prostor",,,,,401102.24,44225.54,2025
898103,2017,DOLENJI LOGATEC,LOGATEC,349,2,,Logatec,Tržaška cesta,11,,2,5,0,,,,30,,,,1936,1220301 - Poslovni prostori,nadstropje,,34.4,34.4, poslovni prostor,,,,,440168.77,86880.82,2025
898102,906,ČRNA,ČRNA NA KOROŠKEM,163,1,,ČRNA NA KOROŠKEM,RUDARJEVO,23,,1,2,0,,,,79.9,,,,1948,2 - stanovanje,pritličje,,79.9,63.9, bivalni prostor | klet,63.9,,,,488598.54,148308.16,2025
898100,2017,DOLENJI LOGATEC,LOGATEC,349,1,,Logatec,Tržaška cesta,11,,1,5,1,,,,26.1,,,,1936,1220301 - Poslovni prostori,pritličje,,26.1,26.1, poslovni prostor,,,,,440168.77,86880.82,2025
898148,1727,POLJANSKO PREDMESTJE,LJUBLJANA,1057,1,K4-P,LJUBLJANA,KOPITARJEVA ULICA,4,,1,5,0,2,,,149.2,,,,1980,9 - poslovni del stavbe,nadstropje,,149.2,149.2, poslovni prostor,,,,,462151.61,101394.59,2025
898115,2392,AJDOVŠČINA,AJDOVŠČINA,1307,1,,,,,,,11,0,,,,25.9,,,,1950,21 - Skladišče,pritličje,,25.9,25.9, proizvodni in skladiščni prostor,25.9,,,,415040.07,83089.07,2025
898111,900,ŽERJAV,ČRNA NA KOROŠKEM,48,1,,ŽERJAV,,23,,1,2,0,,,,42.2,,,,1924,2 - stanovanje,pritličje,,42.2,32.5, bivalni prostor | klet,32.5,,,,490230.69,149556.01,2025
898239,889,MEŽICA,MEŽICA,1599,29,,MEŽICA,MARIBORSKA CESTA,13,,29,2,0,,,,59.8,,,,1992,2 - stanovanje,klet,,59.8,58, bivalni prostor | klet,58,,,,488747.1,153632.48,2025
898257,1727,POLJANSKO PREDMESTJE,LJUBLJANA,1057,2,K4-P,LJUBLJANA,KOPITARJEVA ULICA,4,,2,5,0,2,,,22.9,,,,1980,9 - poslovni del stavbe,nadstropje,,22.9,22.9, poslovni prostor,,,,,462151.61,101394.59,2025
898257,1727,POLJANSKO PREDMESTJE,LJUBLJANA,1057,11,K4-5N,LJUBLJANA,KOPITARJEVA ULICA,4,,11,5,0,3,,,248.8,,,,1980,9 - poslovni del stavbe,nadstropje,,248.8,248.8, poslovni prostor,,,,,462151.61,101394.59,2025
898242,1447,GORENJA STRAŽA,STRAŽA,310,7,0,Straža,Ulica talcev,20,,7,2,0,,,,39.35,,,,2005,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,42.9,34.7, bivalni prostor,,,,,505628.27,71419.59,2025
898264,1577,KOČEVJE,KOČEVJE,5129,1,,KOČEVJE,REŠKA CESTA,18,,1,2,1,,,,23,,,,2020,1 - stanovanje v enostanovanjski stavbi,pritličje,,388.6,388.6," bivalni prostor | shramba, sušilnica, pralnica",23,,,,489295.46,54876.24,2025
898234,889,MEŽICA,MEŽICA,875,6,,MEŽICA,TRG 4. APRILA,6,,6,2,0,,,,85.7,,,,1937,2 - stanovanje,nadstropje,,85.7,63.3, bivalni prostor | klet,63.3,,,,488829.98,152994.92,2025
898256,1727,POLJANSKO PREDMESTJE,LJUBLJANA,1057,11,K4-5N,LJUBLJANA,KOPITARJEVA ULICA,4,,11,5,0,3,,,248.8,,,,1980,9 - poslovni del stavbe,nadstropje,,248.8,248.8, poslovni prostor,,,,,462151.61,101394.59,2025
